;PROVINCIA;MUNICIPIO;CUIT;RazonSocial;Linea;AMBA;REC. URB;KM. URB;PAX. URB;Facto rCorr ecKM;Facto r Corre c Rec;Facto r Corre c Pax;Cert Cont;Libro IVA;DDJJ IVA;"Art. 6º Res.
337/
04";"Art. 6º Res.
680/
05";"Art. 7º Res.
680/
05";Cum ple Per miso;Anex o V;Regi men Tarif ario;Cum ple Inc. a;Cum ple Inc. b;Está en Gas oil;"UTA
Cum ple";"CUIT
Valid a";"Res 1 /
12";"Res 422
(Estr uctur a de Cost os)";Habilita do a cobrar;Unid. Habilit en Gasoil;"Unid. NO
Habilit en Gasoil";Litros Go CNRT;Unidad es Compu tables CCP;Agentes computa bles;FC Final
Diciembre (2013);CORDOBA;PROV;30-54661712-9;CIUDAD DE CORDOBA S.A.C.I.F.;951;NO;286.445,66;72.380;60.037;1,000;1,000;0,699;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,08;0,00;2.841,61;1,08;3,23;1,00000
Diciembre (2013);CORDOBA;PROV;30-54661712-9;CIUDAD DE CORDOBA S.A.C.I.F.;952;NO;0,00;0;0;1,000;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-54661712-9;CIUDAD DE CORDOBA S.A.C.I.F.;953;NO;76.146,57;22.092;11.483;1,000;1,000;0,549;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,54;0,00;867,32;0,54;1,62;1,00000
Diciembre (2013);CORDOBA;PROV;30-54661712-9;CIUDAD DE CORDOBA S.A.C.I.F.;954;NO;134.609,80;74.244;46.771;1,000;1,000;0,783;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,08;0,00;2.914,79;1,08;3,23;1,00000
Diciembre (2013);CORDOBA;PROV;30-54661712-9;CIUDAD DE CORDOBA S.A.C.I.F.;955;NO;48.785,83;16.560;11.424;1,000;1,000;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,54;0,00;650,14;0,54;1,62;1,00000
Diciembre (2013);CORDOBA;PROV;30-54661712-9;CIUDAD DE CORDOBA S.A.C.I.F.;956;NO;46.982,03;15.070;9.070;1,000;1,000;0,834;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,54;0,00;591,64;0,54;1,62;1,00000
Diciembre (2013);CORDOBA;PROV;30-54661712-9;CIUDAD DE CORDOBA S.A.C.I.F.;957;NO;0,00;0;0;1,000;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-54661712-9;CIUDAD DE CORDOBA S.A.C.I.F.;958;NO;9.553,57;7.608;2.658;1,000;1,000;0,563;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,54;0,00;298,69;0,54;1,62;1,00000
Diciembre (2013);CORDOBA;PROV;30-54661712-9;CIUDAD DE CORDOBA S.A.C.I.F.;959;NO;0,00;0;0;1,000;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-54661712-9;CIUDAD DE CORDOBA S.A.C.I.F.;960;NO;0,00;0;0;1,000;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-55665492-8;EXPRESO ACHIRAS SRL;2601;NO;0,00;0;0;0,852;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-55665492-8;EXPRESO ACHIRAS SRL;2602;NO;100.353,14;54.000;8.250;0,852;1,000;0,968;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,00;0,00;952,00;0,85;2,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-56220555-8;LA ESTRELLA SRL;7801;NO;471.476,16;366.043;362.673;1,000;1,000;0,743;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;5,85;0,73;10.305,59;5,85;5,85;0,88889
Diciembre (2013);CORDOBA;PROV;30-56220555-8;LA ESTRELLA SRL;7802;NO;311.040,02;130.227;235.636;1,000;0,994;0,750;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,15;0,27;3.666,41;2,15;2,15;0,88889
Diciembre (2013);CORDOBA;PROV;30-56329528-3;PLUS ULTRA S.A.;9001;NO;0,00;0;0;0,831;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-56329528-3;PLUS ULTRA S.A.;9002;NO;0,00;0;0;0,831;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-56329528-3;PLUS ULTRA S.A.;9003;NO;5.896.643,50;2.136.182;493.830;0,831;0,811;0,583;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;5,00;0,00;115.326,23;5,00;15,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-56329528-3;PLUS ULTRA S.A.;9004;NO;0,00;0;0;0,831;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-56329528-3;PLUS ULTRA S.A.;9005;NO;0,00;0;0;0,831;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-56329528-3;PLUS ULTRA S.A.;9006;NO;0,00;0;0;0,831;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-56329528-3;PLUS ULTRA S.A.;9007;NO;0,00;0;0;0,831;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-56329528-3;PLUS ULTRA S.A.;9008;NO;2.849.746,00;815.744;309.346;0,831;0,811;0,297;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;4,00;0,00;44.039,64;4,00;12,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-56329528-3;PLUS ULTRA S.A.;9009;NO;0,00;0;0;0,831;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-56329528-3;PLUS ULTRA S.A.;9010;NO;0,00;0;0;0,831;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-56329528-3;PLUS ULTRA S.A.;9011;NO;0,00;0;0;0,831;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-56329528-3;PLUS ULTRA S.A.;9012;NO;4.857.710,00;1.509.199;386.295;0,831;0,811;0,524;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;6,00;0,00;81.477,26;6,00;18,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-56329528-3;PLUS ULTRA S.A.;9013;NO;0,00;0;0;0,831;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-56329528-3;PLUS ULTRA S.A.;9014;NO;184.943,00;80.943;28.510;0,831;0,811;0,301;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;1,00;0,00;4.369,88;1,00;3,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-56329528-3;PLUS ULTRA S.A.;9015;NO;0,00;0;0;0,831;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;NO;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-57176932-4;EL RAYO DE PLATA SOCIEDAD COLECTIVA;2102;NO;249.346,98;96.026;30.267;0,732;0,732;0,555;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,50;0,00;4.791,73;0,50;1,51;1,00000
Diciembre (2013);CORDOBA;PROV;30-57176932-4;EL RAYO DE PLATA SOCIEDAD COLECTIVA;2103;NO;0,00;0;0;0,732;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-57176932-4;EL RAYO DE PLATA SOCIEDAD COLECTIVA;2104;NO;0,00;0;0;0,732;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-57176932-4;EL RAYO DE PLATA SOCIEDAD COLECTIVA;2105;NO;0,00;0;0;0,732;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-57176932-4;EL RAYO DE PLATA SOCIEDAD COLECTIVA;2107;NO;0,00;0;0;0,732;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-57176932-4;EL RAYO DE PLATA SOCIEDAD COLECTIVA;2109;NO;785.592,31;368.421;106.143;0,732;0,732;0,272;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,52;0,00;18.384,27;2,52;7,56;1,00000
Diciembre (2013);CORDOBA;PROV;30-59873589-8;COLONIA TIROLESA S.R.L.;1001;NO;399.692,69;201.065;330.000;0,755;0,889;0,769;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,78;0,00;6.030,74;1,78;5,33;1,00000
Diciembre (2013);CORDOBA;PROV;30-59873589-8;COLONIA TIROLESA S.R.L.;1002;NO;2.097.876,25;771.866;1.019.854;0,755;0,889;0,336;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;6,22;0,00;23.151,26;6,22;18,67;1,00000
Diciembre (2013);CORDOBA;PROV;30-61087907-8;SAN MARCOS SIERRAS S.R.L.;5201;NO;66.134,00;103.284;13.972;0,560;0,560;0,560;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,00;0,00;1.472,51;0,92;1,50;1,00000
Diciembre (2013);CORDOBA;PROV;30-61087907-8;SAN MARCOS SIERRAS S.R.L.;5202;NO;81.953,00;70.064;15.043;0,560;0,560;0,474;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,00;0,00;998,90;0,92;1,50;1,00000
Diciembre (2013);CORDOBA;PROV;30-61087907-8;SAN MARCOS SIERRAS S.R.L.;5203;NO;184.129,20;180.094;71.859;0,560;0,560;0,560;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,00;0,00;2.567,59;1,83;3,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-64484750-7;EXCURSIONES SIERRAS DE CALAMUCHITA S.R.L.;10901;NO;75.690,95;41.402;10.149;0,793;0,793;0,793;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,70;0,00;2.194,91;0,70;2,10;1,00000
Diciembre (2013);CORDOBA;PROV;30-64484750-7;EXCURSIONES SIERRAS DE CALAMUCHITA S.R.L.;10902;NO;0,00;0;0;0,793;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-64484750-7;EXCURSIONES SIERRAS DE CALAMUCHITA S.R.L.;10903;NO;545.317,88;275.736;30.296;0,793;0,793;0,793;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,05;0,00;14.618,05;1,05;3,14;1,00000
Diciembre (2013);CORDOBA;PROV;30-64484750-7;EXCURSIONES SIERRAS DE CALAMUCHITA S.R.L.;10904;NO;0,00;0;0;0,793;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-64484750-7;EXCURSIONES SIERRAS DE CALAMUCHITA S.R.L.;3603;NO;0,00;0;0;0,793;0,000;0,000;NO;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-64484750-7;EXCURSIONES SIERRAS DE CALAMUCHITA S.R.L.;3604;NO;0,00;0;0;0,793;0,000;0,000;NO;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-64484750-7;EXCURSIONES SIERRAS DE CALAMUCHITA S.R.L.;3606;NO;0,00;0;0;0,793;0,000;0,000;NO;SI;SI;NO;NO;NO;NO;SI;SI;NA;SI;SI;SI;SI;SI;SI;NO;0,00;0,00;0,00;0,00;0,00;0,00000
Diciembre (2013);CORDOBA;PROV;30-64484750-7;EXCURSIONES SIERRAS DE CALAMUCHITA S.R.L.;3608;NO;0,00;0;0;0,793;0,000;0,000;NO;SI;SI;NO;NO;NO;NO;SI;SI;NA;SI;SI;SI;SI;SI;SI;NO;0,00;0,00;0,00;0,00;0,00;0,00000
Diciembre (2013);CORDOBA;PROV;30-64484750-7;EXCURSIONES SIERRAS DE CALAMUCHITA S.R.L.;3609;NO;456.523,25;192.136;44.608;0,793;0,793;0,289;NO;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,79;0,00;10.186,04;2,79;8,38;1,00000
Diciembre (2013);CORDOBA;PROV;30-65897955-4;TRANSPORTE JAMES CRAIK;52001;NO;376.071,25;282.410;58.533;1,000;0,668;0,530;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;6,00;0,00;6.621,00;5,63;3,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-66820253-1;MA COR SRL;50101;NO;1.110.000,00;566.256;450.300;1,000;1,000;0,741;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;5,00;0,00;14.898,00;5,00;15,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-67871434-4;EMPRENDIMIENTOS S.R.L.;50201;NO;116.941,00;199.028;35.736;1,000;0,995;0,531;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,19;0,00;6.631,52;2,19;6,58;1,00000
Diciembre (2013);CORDOBA;PROV;30-67871434-4;EMPRENDIMIENTOS S.R.L.;50202;NO;5.499.824,00;2.519.960;917.787;1,000;0,995;0,717;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;23,04;0,00;83.963,92;23,04;69,13;1,00000
Diciembre (2013);CORDOBA;PROV;30-67871434-4;EMPRENDIMIENTOS S.R.L.;50203;NO;1.097.495,38;619.185;149.669;1,000;0,995;0,758;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;5,49;0,00;20.630,96;5,49;16,46;1,00000
Diciembre (2013);CORDOBA;PROV;30-67871434-4;EMPRENDIMIENTOS S.R.L.;50204;NO;4.917.973,50;2.202.417;661.014;1,000;0,995;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;20,85;0,00;73.383,53;20,85;62,55;1,00000
Diciembre (2013);CORDOBA;PROV;30-67871434-4;EMPRENDIMIENTOS S.R.L.;50205;NO;6.276.476,50;2.627.240;830.323;1,000;0,995;0,859;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;24,14;0,00;87.538,44;24,14;72,42;1,00000
Diciembre (2013);CORDOBA;PROV;30-67871434-4;EMPRENDIMIENTOS S.R.L.;50206;NO;3.160.187,00;1.595.314;447.428;1,000;0,995;0,730;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;14,27;0,00;53.155,14;14,27;42,80;1,00000
Diciembre (2013);CORDOBA;PROV;30-67871434-4;EMPRENDIMIENTOS S.R.L.;50207;NO;0,00;0;0;1,000;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-67871434-4;EMPRENDIMIENTOS S.R.L.;50208;NO;3.030.288,50;1.126.671;652.112;1,000;0,995;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;10,97;0,00;37.540,16;10,97;32,92;1,00000
Diciembre (2013);CORDOBA;PROV;30-67871434-4;EMPRENDIMIENTOS S.R.L.;50209;NO;0,00;0;0;1,000;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-67871434-4;EMPRENDIMIENTOS S.R.L.;50210;NO;0,00;0;0;1,000;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-67871434-4;EMPRENDIMIENTOS S.R.L.;50211;NO;3.675.482,25;1.646.788;578.961;1,000;0,995;0,722;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;15,36;0,00;54.870,23;15,36;46,09;1,00000
Diciembre (2013);CORDOBA;PROV;30-67871434-4;EMPRENDIMIENTOS S.R.L.;50212;NO;0,00;0;0;1,000;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-67871434-4;EMPRENDIMIENTOS S.R.L.;50213;NO;606.419,81;537.968;24.933;1,000;0,995;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,19;0,00;17.924,85;2,19;6,58;1,00000
Diciembre (2013);CORDOBA;PROV;30-67871434-4;EMPRENDIMIENTOS S.R.L.;50214;NO;275.740,28;180.623;10.247;1,000;0,995;1,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,10;0,00;6.018,28;1,10;3,29;1,00000
Diciembre (2013);CORDOBA;PROV;30-67871434-4;EMPRENDIMIENTOS S.R.L.;50215;NO;618.877,44;306.779;37.758;1,000;0,995;0,981;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;1,10;0,00;10.221,74;1,10;3,29;1,00000
Diciembre (2013);CORDOBA;PROV;30-67871434-4;EMPRENDIMIENTOS S.R.L.;50216;NO;831.164,38;666.823;90.953;1,000;0,995;0,799;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,29;0,00;22.218,24;3,29;9,88;1,00000
Diciembre (2013);CORDOBA;PROV;30-68973672-2;EMPRESA EL QUEBRACHAL S.R.L.;4501;NO;681.226,00;231.000;372.080;1,000;1,000;0,761;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,00;0,00;8.388,00;4,00;10,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-69297423-5;EXPRESO DIFERENCIAL CORDOBA RIO CUARTO SRL.;3610;NO;0,00;0;0;0,739;0,000;0,000;NO;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-69297423-5;EXPRESO DIFERENCIAL CORDOBA RIO CUARTO SRL.;3613;NO;0,00;0;0;0,739;0,000;0,000;NO;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-69297423-5;EXPRESO DIFERENCIAL CORDOBA RIO CUARTO SRL.;50601;NO;126.111,00;270.590;42.037;0,739;0,739;0,739;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,72;0,00;10.441,72;4,72;14,17;1,00000
Diciembre (2013);CORDOBA;PROV;30-69297423-5;EXPRESO DIFERENCIAL CORDOBA RIO CUARTO SRL.;50602;NO;0,00;0;0;0,739;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-69297423-5;EXPRESO DIFERENCIAL CORDOBA RIO CUARTO SRL.;50603;NO;0,00;0;0;0,739;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-69297423-5;EXPRESO DIFERENCIAL CORDOBA RIO CUARTO SRL.;50604;NO;0,00;0;0;0,739;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-69297423-5;EXPRESO DIFERENCIAL CORDOBA RIO CUARTO SRL.;50605;NO;0,00;0;0;0,739;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-69297423-5;EXPRESO DIFERENCIAL CORDOBA RIO CUARTO SRL.;50606;NO;66.172,20;80.496;13.331;0,739;0,739;0,630;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,36;0,00;3.106,23;2,36;7,09;1,00000
Diciembre (2013);CORDOBA;PROV;30-69297423-5;EXPRESO DIFERENCIAL CORDOBA RIO CUARTO SRL.;50607;NO;0,00;0;0;0,739;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-69297423-5;EXPRESO DIFERENCIAL CORDOBA RIO CUARTO SRL.;50608;NO;4.331.837,00;4.142.095;168.413;0,739;0,739;0,739;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;20,08;0,00;159.837,89;20,08;60,23;1,00000
Diciembre (2013);CORDOBA;PROV;30-69297423-5;EXPRESO DIFERENCIAL CORDOBA RIO CUARTO SRL.;50609;NO;1.476.581,38;1.116.957;79.625;0,739;0,739;0,739;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;7,09;0,00;43.101,87;7,09;21,26;1,00000
Diciembre (2013);CORDOBA;PROV;30-69297423-5;EXPRESO DIFERENCIAL CORDOBA RIO CUARTO SRL.;50610;NO;166.510,50;226.256;9.765;0,739;0,739;0,650;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,36;0,00;8.730,92;2,36;7,09;1,00000
Diciembre (2013);CORDOBA;PROV;30-69297423-5;EXPRESO DIFERENCIAL CORDOBA RIO CUARTO SRL.;50611;NO;368.884,69;339.384;24.096;0,739;0,739;0,583;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,36;0,00;13.096,37;2,36;7,09;1,00000
Diciembre (2013);CORDOBA;PROV;30-70104598-6;PAJARO BLANCO SRL;9101;NO;476.062,31;298.764;51.368;0,694;0,694;0,598;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,89;0,00;10.835,69;4,89;7,70;1,00000
Diciembre (2013);CORDOBA;PROV;30-70104598-6;PAJARO BLANCO SRL;9103;NO;235.684,00;199.692;39.568;0,694;0,694;0,486;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;3,67;0,00;7.242,51;3,67;5,78;1,00000
Diciembre (2013);CORDOBA;PROV;30-70104598-6;PAJARO BLANCO SRL;9104;NO;0,00;0;0;0,694;0,000;0,000;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;0,00;0,00;0,00;0,00;0,00;1,00000
Diciembre (2013);CORDOBA;PROV;30-70104598-6;PAJARO BLANCO SRL;9105;NO;295.631,16;133.747;45.644;0,694;0,694;0,418;SI;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;2,44;0,00;4.850,80;2,44;3,85;1,00000
Diciembre (2013);CORDOBA;PROV;30-70334427-1;INTERCORDOBA S.A.;3602;NO;1.643.063,38;794.031;160.683;0,868;0,868;0,350;NO;SI;SI;NO;NO;NO;SI;SI;SI;NA;SI;SI;SI;SI;SI;SI;SI;4,04;0,00;25.333,66;4,04;12,12;1,00000
